PT,Author,BA,BE,GP,AF,BF,CA,Title,Journal,SE,BS,LA,Document_Type,CT,CY,CL,SP,HO,DE,ID,Abstract,C1,C3,RP,EM,RI,OI,FU,FP,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,Year,VL,IS,PN,SU,SI,MA,BP,EP,AR,DOI,DL,D2,EA,PG,WC,WE,SC,GA,PM,OA,HC,HP,DA,UT
J,"Milgrom, P",,,,"Milgrom, Paul",,,Auction Research Evolving: Theorems and Market Designs,AMERICAN ECONOMIC REVIEW,,,English,Article,,,,,,,ASCENDING PRICES,,"[Milgrom, Paul] Stanford Grad Sch Business, Stanford, CA 94305 USA; [Milgrom, Paul] Stanford Inst Econ Policy Res, Stanford, CA 94305 USA",Stanford University; Stanford University,"Milgrom, P (corresponding author), Stanford Grad Sch Business, Stanford, CA 94305 USA.; Milgrom, P (corresponding author), Stanford Inst Econ Policy Res, Stanford, CA 94305 USA.",,"Milgrom, Paul/AAF-3285-2019","Milgrom, Paul/0000-0002-1919-4138",,,,"Arnosti N, 2016, AM ECON REV, V106, P2852, DOI 10.1257/aer.20141198; Ausubel L.M., 2006, HDB SPECTRUM AUCTION, P120; Ausubel LawrenceM., 2006, Combinatorial Auctions, DOI DOI 10.7551/MITPRESS/9780262033428.003.0002; Bichler Martin, 2020, TAMING THE COMMUNICA; Bulow J, 2017, Handbook of spectrum auction design, P689; COASE RH, 1959, J LAW ECON, V2, P1, DOI 10.1086/466549; Day R., 2013, HDB MARKET DESIGN, P282, DOI DOI 10.1093/ACPROF:OSO/9780199570515.003.0012; Day R, 2008, INT J GAME THEORY, V36, P393, DOI 10.1007/s00182-007-0100-7; Eilat Assaf, 2011, THE CAF AUCTION DESI; FAMA EF, 1970, J FINANC, V25, P383, DOI 10.2307/2325486; GALE D, 1962, AM MATH MON, V69, P9, DOI 10.2307/2312726; GLOSTEN LR, 1985, J FINANC ECON, V14, P71, DOI 10.1016/0304-405X(85)90044-3; GROSSMAN SJ, 1980, AM ECON REV, V70, P393; Hatfield JW, 2005, AM ECON REV, V95, P913, DOI 10.1257/0002828054825466; Kagel JH, 2014, GAME ECON BEHAV, V85, P210, DOI 10.1016/j.geb.2014.02.006; Kagel JH, 2010, AM ECON J-MICROECON, V2, P160, DOI 10.1257/mic.2.3.160; KELSO AS, 1982, ECONOMETRICA, V50, P1483, DOI 10.2307/1913392; KYLE AS, 1985, ECONOMETRICA, V53, P1315, DOI 10.2307/1913210; Leyton-Brown K, 2017, P NATL ACAD SCI USA, V114, P7202, DOI 10.1073/pnas.1701997114; Leyton-Brown Kevin, 2020, INCENTIVE AUCTION DE; Li SW, 2017, AM ECON REV, V107, P3257, DOI 10.1257/aer.20160425; MILGROM P, 1982, J ECON THEORY, V26, P17, DOI 10.1016/0022-0531(82)90046-1; Milgrom P, 2000, J POLIT ECON, V108, P245, DOI 10.1086/262118; Milgrom P, 2002, ECONOMETRICA, V70, P583, DOI 10.1111/1468-0262.00296; Milgrom P, 2020, J POLIT ECON, V128, P1, DOI 10.1086/704074; Milgrom P, 2009, AM ECON J-MICROECON, V1, P95, DOI 10.1257/mic.1.2.95; MILGROM PR, 1982, ECONOMETRICA, V50, P1089, DOI 10.2307/1911865; MILGROM PR, 1979, ECONOMETRICA, V47, P679, DOI 10.2307/1910414; MYERSON RB, 1981, MATH OPER RES, V6, P58, DOI 10.1287/moor.6.1.58; Ortega-Reichert A., 1968, Models for competitive bidding under uncertainty; VICKREY W, 1961, J FINANC, V16, P8, DOI 10.2307/2977633; Vickrey W., 1962, Recent Advances in Games Theory, P15; WILSON R, 1979, Q J ECON, V93, P675, DOI 10.2307/1884475; WILSON R, 1977, REV ECON STUD, V44, P511, DOI 10.2307/2296904",34,21,34,2,39,AMER ECONOMIC ASSOC,NASHVILLE,"2014 BROADWAY, STE 305, NASHVILLE, TN 37203 USA",0002-8282,1944-7981,,AM ECON REV,Am. Econ. Rev.,MAY,2021,111,5,,,,,1383,1405,,10.1257/aer.111.5.1383,http://dx.doi.org/10.1257/aer.111.5.1383,,,23,Economics,Social Science Citation Index (SSCI),Business & Economics,RU3YW,,,,,2026-07-15,WOS:000645085600002
J,"Philippon, T",,,,"Philippon, Thomas",,,"A COMMENT ON: ""General Equilibrium Oligopoly and Ownership Structure"" by Jose Azar and Xavier Vives",ECONOMETRICA,,,English,Article,,,,,,,,,"[Philippon, Thomas] NYU, Stern Sch Business, New York, NY 10003 USA",New York University,"Philippon, T (corresponding author), NYU, Stern Sch Business, New York, NY 10003 USA.",tphilipp@stern.nyu.edu,,,,,,"Azar J, 2018, J FINANC, V73, P1513, DOI 10.1111/jofi.12698; BOLTON P, 1990, AM ECON REV, V80, P93; CHEVALIER JA, 1995, AM ECON REV, V85, P415; COASE RH, 1960, J LAW ECON, V3, P1, DOI 10.1086/466560; Gutiérrez G, 2017, BROOKINGS PAP ECO AC, P89; Lowry M.B., 2020, DOES COMMON OWNWESHI; MacKay P, 2005, REV FINANC STUD, V18, P1433, DOI 10.1093/rfs/hhi032; MODIGLIANI F, 1958, AM ECON REV, V48, P261; MYERS SC, 1977, J FINANC ECON, V5, P147, DOI 10.1016/0304-405X(77)90015-0; Philippon T., 2018, AEA PAP P; PHILLIPS GM, 1995, J FINANC ECON, V37, P189, DOI 10.1016/0304-405X(94)00785-Y; Schmalz M., 2016, COWLES FDN DISCUSSIO; Vives X, 2020, GEN EQUILIBRIUM OLIG; Waldock K, 2020, Working Paper",14,0,0,0,9,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0012-9682,1468-0262,,ECONOMETRICA,Econometrica,MAY,2021,89,3,,,,,1055,1059,,10.3982/ECTA18862,http://dx.doi.org/10.3982/ECTA18862,,,5,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Mathematics; Mathematical Methods In Social Sciences,SB2VA,,,,,2026-07-15,WOS:000649857500003
J,"Wilson, RB",,,,"Wilson, Robert B.",,,STRATEGIC ANALYSIS OF AUCTIONS,ECONOMETRICA,,,English,Article,,,,,,,EQUILIBRIUM; MARKET; INFORMATION; EFFICIENCY,,"[Wilson, Robert B.] Stanford Univ, Grad Sch Business, Stanford, CA 94305 USA",Stanford University,"Wilson, RB (corresponding author), Stanford Univ, Grad Sch Business, Stanford, CA 94305 USA.",rwilson@stanford.edu,,,,,,"AKERLOF GA, 1970, Q J ECON, V84, P488, DOI 10.2307/1879431; [Anonymous], 2004, EXPLORER AM ASS PETR; Avery C, 1998, REV ECON STUD, V65, P185, DOI 10.1111/1467-937X.00041; Bohm-Bawerk E.V., 1888, The positive theory of capital, V1888; CAPEN EC, 1971, J PETROL TECHNOL, V23, P641, DOI 10.2118/2993-PA; Cassidy Rr., 1967, Auctions Auctioneering; CHAO HP, 1987, AM ECON REV, V77, P899; Christenson C., 1967, STRATEGIC ASPECTS CO; CRAMTON P, 1987, ECONOMETRICA, V55, P615, DOI 10.2307/1913602; Cramton P., 2013, APPLICANT AUCTIONS I; CRAMTON PC, 1992, REV ECON STUD, V59, P205, DOI 10.2307/2297934; Du S., 2012, ESSAYS GAME THEORY; Du SZ, 2017, REV ECON STUD, V84, P1606, DOI 10.1093/restud/rdx006; Duffie D, 2017, REV FINANC STUD, V30, P1095, DOI 10.1093/rfs/hhw112; Glycopantis D, 2005, STUD ECON THEORY, V19, P1, DOI 10.1007/b138401; Govindan S, 2012, ECONOMETRICA, V80, P1639, DOI 10.3982/ECTA9579; Govindan S, 2009, ECONOMETRICA, V77, P1, DOI 10.3982/ECTA6956; GUL F, 1986, J ECON THEORY, V39, P155, DOI 10.1016/0022-0531(86)90024-4; Hayek FA, 1945, AM ECON REV, V35, P519; Hortaçsu A, 2010, J POLIT ECON, V118, P833, DOI 10.1086/657948; HURWICZ L, 1973, AM ECON REV, V63, P1; KLEMPERER PD, 1989, ECONOMETRICA, V57, P1243, DOI 10.2307/1913707; KREPS DM, 1982, J ECON THEORY, V27, P245, DOI 10.1016/0022-0531(82)90029-1; KREPS DM, 1982, ECONOMETRICA, V50, P863, DOI 10.2307/1912767; KREPS DM, 1982, J ECON THEORY, V27, P253, DOI 10.1016/0022-0531(82)90030-8; McAdams D, 2006, REV ECON STUD, V73, P1039, DOI 10.1111/j.1467-937X.2006.00407.x; Milgrom P, 2021, AM ECON REV, V111; Milgrom P.R, 1979, STRUCTURE INFORM COM; MILGROM PR, 1982, ECONOMETRICA, V50, P1089, DOI 10.2307/1911865; MILGROM PR, 1979, ECONOMETRICA, V47, P679, DOI 10.2307/1910414; MIRRLEES JA, 1971, REV ECON STUD, V38, P175, DOI 10.2307/2296779; MYERSON RB, 1981, MATH OPER RES, V6, P58, DOI 10.1287/moor.6.1.58; Ortega-Reichert A., 1967, THESIS STANFORD U; Pesendorfer W, 1997, ECONOMETRICA, V65, P1247, DOI 10.2307/2171736; Reny PJ, 2006, ECONOMETRICA, V74, P1231, DOI 10.1111/j.1468-0262.2006.00703.x; ROTHSCHILD M, 1976, Q J ECON, V90, P629, DOI 10.2307/1885326; RUBINSTEIN A, 1982, ECONOMETRICA, V50, P97, DOI 10.2307/1912531; SPENCE M, 1973, Q J ECON, V87, P355, DOI 10.2307/1882010; Stark R.M., 1983, AUCTIONS BIDDING CON, P363; VICKREY W, 1961, J FINANC, V16, P8, DOI 10.2307/2977633; WILSON R, 1985, ECONOMETRICA, V53, P1101, DOI 10.2307/1911013; Wilson R, 1998, ECON THEOR, V12, P433, DOI 10.1007/s001990050229; WILSON R, 1979, Q J ECON, V93, P675, DOI 10.2307/1884475; WILSON R, 1977, REV ECON STUD, V44, P511, DOI 10.2307/2296904; WILSON R, 1993, SFI S SCI C, V14, P125; WILSON R, 1978, ECONOMETRICA, V46, P807, DOI 10.2307/1909750; WILSON R, 1978, ECONOMETRICA, V46, P577, DOI 10.2307/1914233; WILSON R, 1978, ECONOMETRICA, V46, P87, DOI 10.2307/1913647; Wilson R, 2002, ECONOMETRICA, V70, P1299, DOI 10.1111/1468-0262.00334; WILSON R, 1989, ECONOMETRICA, V57, P1, DOI 10.2307/1912571; Wilson R., 2021, LARGE AUCTIONS; Wilson R., 1987, Arrow and the Ascent of Modern Economic Theory, P375; Wilson R., 1985, ISSUES CONT MICROECO, P169; Wilson R.B., 1993, NONLINEAR PRICING; WILSON RB, 1969, MANAGE SCI, V15, P446, DOI 10.1287/mnsc.15.7.446; Wilson R, 2008, OPER RES, V56, P369, DOI 10.1287/opre.1070.0421; Wilson Robert., 1987, ADV EC THEORY 5 WORL, P33, DOI DOI 10.1017/CCOL0521340446.002; Wilson RobertButler., 1996, Handbook of Computational Economics, V1, P253, DOI [10.1016/S1574-0021(96)01007-6, DOI 10.1016/S1574-0021(96)01007-6]; Zhu H., 2013, EXPOSTEQUILIBRIA DOU",59,6,6,1,44,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0012-9682,1468-0262,,ECONOMETRICA,Econometrica,MAR,2021,89,2,,,,,555,561,,10.3982/ECTA19347,http://dx.doi.org/10.3982/ECTA19347,,,7,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Mathematics; Mathematical Methods In Social Sciences,QZ9JY,,hybrid,,,2026-07-15,WOS:000631036300001
J,"Ashlagi, I; Kanoria, Y; Leshno, JD",,,,"Ashlagi, Itai; Kanoria, Yash; Leshno, Jacob D.",,,"Unbalanced Random Matching Markets: The Stark Effect of Competition (vol 125, 10.1086/689869, 2017)",JOURNAL OF POLITICAL ECONOMY,,,English,Correction,,,,,,,,,"[Ashlagi, Itai] Stanford Univ, Stanford, CA 94305 USA; [Kanoria, Yash] Columbia Univ, New York, NY 10027 USA; [Leshno, Jacob D.] Univ Chicago, Chicago, IL 60637 USA",Stanford University; Columbia University; University of Chicago,"Ashlagi, I (corresponding author), Stanford Univ, Stanford, CA 94305 USA.",,"; Leshno, Jacob/KLE-0611-2024","Kanoria, Yash/0000-0002-7221-357X; ",,,,"Ashlagi I, 2017, J POLIT ECON, V125, P69, DOI 10.1086/689869",1,0,0,1,5,UNIV CHICAGO PRESS,CHICAGO,"1427 E 60TH ST, CHICAGO, IL 60637-2954 USA",0022-3808,1537-534X,,J POLIT ECON,J. Polit. Econ.,FEB 1,2021,129,2,,,,,646,646,,10.1086/712589,http://dx.doi.org/10.1086/712589,,FEB 2021,1,Economics,Social Science Citation Index (SSCI),Business & Economics,QC5JL,,,,,2026-07-15,WOS:000601219400002
J,"Oprea, R",,,,"Oprea, Ryan",,,"What Makes a Rule Complex? (vol 110, pg 3913, 2020)",AMERICAN ECONOMIC REVIEW,,,English,Correction,,,,,,,,,"[Oprea, Ryan] Univ Calif Santa Barbara, Dept Econ, Santa Barbara, CA 93106 USA",University of California System; University of California Santa Barbara,"Oprea, R (corresponding author), Univ Calif Santa Barbara, Dept Econ, Santa Barbara, CA 93106 USA.",roprea@gmail.com,,,,,,"Oprea R, 2020, AM ECON REV, V110, P3913, DOI 10.1257/aer.20191717",1,0,0,1,11,AMER ECONOMIC ASSOC,NASHVILLE,"2014 BROADWAY, STE 305, NASHVILLE, TN 37203 USA",0002-8282,1944-7981,,AM ECON REV,Am. Econ. Rev.,FEB,2021,111,2,,,,,755,755,,10.1257/aer.111.2.755,http://dx.doi.org/10.1257/aer.111.2.755,,,1,Economics,Social Science Citation Index (SSCI),Business & Economics,QB4JR,,,,,2026-07-15,WOS:000614107200011
J,"Chiappori, PA; Oreffice, S; Quintana-Domeque, C",,,,"Chiappori, Pierre-Andre; Oreffice, Sonia; Quintana-Domeque, Climent",,,"Fatter Attraction: Anthropometric and Socioeconomic Matching on the Marriage Market (vol 120, pg 659, 2012)",JOURNAL OF POLITICAL ECONOMY,,,English,Correction,,,,,,,,,"[Chiappori, Pierre-Andre] Columbia Univ, New York, NY 10027 USA; [Oreffice, Sonia; Quintana-Domeque, Climent] Univ Exeter, Exeter, Devon, England; [Oreffice, Sonia; Quintana-Domeque, Climent] Inst Lab Econ, Bonn, Germany",Columbia University; University of Exeter; IZA Institute Labor Economics,"Chiappori, PA (corresponding author), Columbia Univ, New York, NY 10027 USA.",,"Oreffice, Sonia/N-8993-2016",,,,,"[Anonymous], 2017, WORKING PAPER; Chiappori PA, 2015, J ECONOMETRICS, V188, P22, DOI 10.1016/j.jeconom.2015.01.001; Chiappori PA, 2012, J POLIT ECON, V120, P659, DOI 10.1086/667941",3,1,2,2,20,UNIV CHICAGO PRESS,CHICAGO,"1427 E 60TH ST, CHICAGO, IL 60637-2954 USA",0022-3808,1537-534X,,J POLIT ECON,J. Polit. Econ.,DEC 1,2020,128,12,,,,,4673,4675,,10.1086/710838,http://dx.doi.org/10.1086/710838,,DEC 2020,3,Economics,Social Science Citation Index (SSCI),Business & Economics,OZ8TS,,Green Submitted,,,2026-07-15,WOS:000581089400001
J,"Chen, Y; Kesten, O",,,,"Chen, Yan; Kesten, Onur",,,"Chinese College Admissions and School Choice Reforms: A Theoretical Analysis (vol 125, pg 99, 2017)",JOURNAL OF POLITICAL ECONOMY,,,English,Correction,,,,,,,,,"[Chen, Yan] Univ Michigan, Ann Arbor, MI 48109 USA; [Chen, Yan] Tsinghua Univ, Beijing, Peoples R China; [Kesten, Onur] Univ Sydney, Sydney, NSW, Australia",University of Michigan System; University of Michigan; Tsinghua University; University of Sydney,"Chen, Y (corresponding author), Univ Michigan, Ann Arbor, MI 48109 USA.; Chen, Y (corresponding author), Tsinghua Univ, Beijing, Peoples R China.",,"Chen, Yan/MXK-0203-2025",,,,,"Chen Y, 2017, J POLIT ECON, V125, P99, DOI 10.1086/689773",1,0,0,5,34,UNIV CHICAGO PRESS,CHICAGO,"1427 E 60TH ST, CHICAGO, IL 60637-2954 USA",0022-3808,1537-534X,,J POLIT ECON,J. Polit. Econ.,NOV,2020,128,11,,,,,4384,4384,,10.1086/710554,http://dx.doi.org/10.1086/710554,,NOV 2020,1,Economics,Social Science Citation Index (SSCI),Business & Economics,PQ1NT,,,,,2026-07-15,WOS:000575814600001
J,"Durlauf, SN; Heckman, JJ",,,,"Durlauf, Steven N.; Heckman, James J.",,,An Empirical Analysis of Racial Differences in Police Use of Force: A Comment,JOURNAL OF POLITICAL ECONOMY,,,English,Article,,,,,,,,,"[Durlauf, Steven N.; Heckman, James J.] Univ Chicago, Chicago, IL 60637 USA",University of Chicago,"Durlauf, SN (corresponding author), Univ Chicago, Chicago, IL 60637 USA.",,/H-4965-2016,,,,,"Brock WA, 2012, J ECONOMETRICS, V166, P66, DOI 10.1016/j.jeconom.2011.06.006; Fryer RG, 2019, J POLIT ECON, V127, P1210, DOI 10.1086/701423; Heckman JamesJ., 1993, Clear and Convincing Evidence: Measurement of Discrimination in America, P187; Heckman JJ, 1998, J ECON PERSPECT, V12, P101, DOI 10.1257/jep.12.2.101; Knox D, 2020, AM POLIT SCI REV, V114, P619, DOI 10.1017/S0003055420000039; Schneider Anne L., 1977, PORTLAND OR FORWARD",6,27,38,0,16,UNIV CHICAGO PRESS,CHICAGO,"1427 E 60TH ST, CHICAGO, IL 60637-2954 USA",0022-3808,1537-534X,,J POLIT ECON,J. Polit. Econ.,OCT 1,2020,128,10,,,,,3998,4002,,10.1086/710976,http://dx.doi.org/10.1086/710976,,OCT 2020,5,Economics,Social Science Citation Index (SSCI),Business & Economics,OC4TV,,,,,2026-07-15,WOS:000566955400001
J,"Babus, A; Kondor, P; Wang, YL",,,,"Babus, Ana; Kondor, Peter; Wang, Yilin",,,"TRADING AND INFORMATION DIFFUSION IN OVER-THE-COUNTER MARKETS (vol 86, pg 1727, 2018)",ECONOMETRICA,,,English,Correction,,,,,,,,,"[Babus, Ana] Washington Univ, Dept Econ, St Louis, MO 14263 USA; [Kondor, Peter] London Sch Econ, Dept Finance, London, England; [Wang, Yilin] Univ Calif Los Angeles, Dept Econ, Los Angeles, CA 90024 USA",Washington University (WUSTL); University of London; London School Economics & Political Science; University of California System; University of California Los Angeles,"Babus, A (corresponding author), Washington Univ, Dept Econ, St Louis, MO 14263 USA.",anababus@wustl.edu; p.kondor@lse.ac.uk; wangyilin@g.ucla.edu,"; Wang, Yilin/MSX-2886-2025; Babus, Ana/KBC-9742-2024","Kondor, Peter/0000-0001-9797-9291; ",,,,"Atkeson AG, 2015, ECONOMETRICA, V83, P2231, DOI 10.3982/ECTA11477; Babus A., 2020, ECONOMETRICA S, V88, DOI [10.3982/ECTA17318, DOI 10.3982/ECTA17318]; Babus A, 2018, ECONOMETRICA, V86, P1727, DOI 10.3982/ECTA12043",3,0,0,0,16,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0012-9682,1468-0262,,ECONOMETRICA,Econometrica,SEP,2020,88,5,,,,,2221,2228,,10.3982/ECTA17318,http://dx.doi.org/10.3982/ECTA17318,,,8,"Economics; Mathematics, Interdisciplinary Applications; Social Sciences, Mathematical Methods; Statistics & Probability",Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Business & Economics; Mathematics; Mathematical Methods In Social Sciences,NS9CC,,,,,2026-07-15,WOS:000572551700014
J,"Banerjee, AV",,,,"Banerjee, Abhijit Vinayak",,,Field Experiments and the Practice of Economics,AMERICAN ECONOMIC REVIEW,,,English,Article,,,,,,,INEQUALITY; MODEL,,"[Banerjee, Abhijit Vinayak] MIT, Dept Econ, Cambridge, MA 02139 USA",Massachusetts Institute of Technology (MIT),"Banerjee, AV (corresponding author), MIT, Dept Econ, Cambridge, MA 02139 USA.",banerjee@mit.edu,,,,,,"Abhijit Banerjee, 2016, LONG TERM IMPA UNPUB; Abhijit Banerjee, 2020, DOES POVERTY C UNPUB; Abhijit Banerjee, 2016, 20422 NBER; Andreoni J, 2019, J PUBLIC ECON THEORY, V21, P812, DOI 10.1111/jpet.12322; Angrist JD, 2010, J ECON PERSPECT, V24, P3, DOI 10.1257/jep.24.2.3; [Anonymous], 2010, NBER Working Paper, DOI [DOI 10.3386/W15973, 10.3386/w15973]; [Anonymous], 1989, WALL STREET J; Attanasio OP, 2012, REV ECON STUD, V79, P37, DOI 10.1093/restud/rdr015; Bandiera O, 2017, Q J ECON, V132, P811, DOI 10.1093/qje/qjx003; Banerjee A.V., 2019, Good economics for hard times: Better answers to our biggest problems; Banerjee A, 2015, SCIENCE, V348, DOI 10.1126/science.1260799; Banerjee A, 2013, SCIENCE, V341, P363, DOI 10.1126/science.1236498; Banerjee Abhijit, 2016, MAINSTREAMING UNPUB; Banerjee Abhijit, [No title captured]; Banerjee Abhijit, 2019, NBER Working Paper No. 26224; Banerjee Abhijit, 2004, WHAT DO BANKS UNPUB; Banerjee AV, 2017, WORLD BANK RES OBSER, V32, P155, DOI 10.1093/wbro/lkx002; Banerjee AV, 2009, WHAT WORKS IN DEVELOPMENT: THINKING BIG AND THINKING SMALL, P207; BANERJEE AV, 1992, Q J ECON, V107, P797, DOI 10.2307/2118364; BANERJEE AV, 1993, J POLIT ECON, V101, P274, DOI 10.1086/261876; Banerjee AV, 2003, J ECON GROWTH, V8, P267, DOI 10.1023/A:1026205114860; BANERJEE AV, 1993, REV ECON STUD, V60, P309, DOI 10.2307/2298059; Becker GaryS., 1981, A Treatise on the Family, DOI DOI 10.4159/9780674020665; BENJAMIN D, 1992, ECONOMETRICA, V60, P287, DOI 10.2307/2951598; Clare Balboni, 2019, WHY DO PEOPLE UNPUB; DASGUPTA P, 1986, ECON J, V96, P1011, DOI 10.2307/2233171; Duflo E., 2011, Poor economics; Duflo E, 2013, Q J ECON, V128, P1499, DOI 10.1093/qje/qjt024; Duflo E, 2012, AM ECON REV, V102, P1241, DOI 10.1257/aer.102.4.1241; Duflo Esther, 2019, REC BANK SWED PRIZ E; GALOR O, 1993, REV ECON STUD, V60, P35, DOI 10.2307/2297811; Gandelman Nestor, 2014, 2014005B FED RES BAN; Karlan D, 2009, ECONOMETRICA, V77, P1993, DOI 10.3982/ECTA5781; Leibenstein Harvey., 1957, EC BACKWARDNESS EC G; Meager R, 2019, AM ECON J-APPL ECON, V11, P57, DOI 10.1257/app.20170299; Mullainathan S., 2013, Scarcity: Why Having Too Little Means So Much; Todd PE, 2010, ANNU REV ECON, V2, P21, DOI 10.1146/annurev.economics.102308.124345; Todd Petra E., 2006, 06022 PIER",38,26,33,2,84,AMER ECONOMIC ASSOC,NASHVILLE,"2014 BROADWAY, STE 305, NASHVILLE, TN 37203 USA",0002-8282,1944-7981,,AM ECON REV,Am. Econ. Rev.,JUL,2020,110,7,,,,,1937,1951,,10.1257/aer.110.7.1937,http://dx.doi.org/10.1257/aer.110.7.1937,,,15,Economics,Social Science Citation Index (SSCI),Business & Economics,MF7AJ,,,,,2026-07-15,WOS:000545490300001
