Title,Abstract,Year,Author,Keywords,Journal,CLC,Removal_Reason
中国信息经济学乌家培资助计划,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,产生有国际影响力的理论创新成果,学会于2015年设立中国信息经济学乌家培资助计划,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2020年分别进行了一至五届乌家培资助计划的评选。",2021,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
2020中国信息经济学乌家培资助计划,"2020年中国信息经济学乌家培资助计划授予南京审计大学经济学院俞宁教授和复旦大学管理学院卢向华教授。俞宁教授在理论经济学的机制设计和社会选择方面做出了不少达到国际一流水准的工作,研究成果具有较强的影响力和发展潜力。卢向华教授的研究涵盖了信息经济、信息管理与市场营销的交叉领域前沿课题,在理论和实践方面均有较好的影响力。",2021,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
第六届中国信息经济学乌家培资助计划(2021)评选公告,"【评选条件】(1)评选对象需在国内外学术期刊发表信息经济和信息管理领域的论文(发表时间不限),其中代表作3-5篇(第一或通讯作者);(2)代表作具有重要的学术创新性和影响力;(3)评选对象为具有中华人民共和国国籍,2021年7月31日前不超过45周岁的学者。【资助计划】资助人数为1-3名,资助总额为20万元人民币。",2021,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立""中国信息经济学乌家培资助计划"",以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016—2020年分别进行了第一届至第五届乌家培资助计划的评选。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学会和信息经济学会创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立中国信息经济学乌家培资助计划,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2020年分别进行了一至五届乌家培资助计划的评选。",2021,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
2020中国信息经济学乌家培资助计划,"2020年中国信息经济学乌家培资助计划授予南京审计大学经济学院俞宁教授和复旦大学管理学院卢向华教授。俞宁教授在理论经济学的机制设计和社会选择方面做出了不少达到国际一流水准的工作,研究成果具有较强的影响力和发展潜力。卢向华教授的研究涵盖了信息经济、信息管理与市场营销的交叉领域前沿课题,在理论和实践方面均有较好的影响力。",2021,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
奋进新时代开启新征程——学习贯彻党的十九届五中全会精神笔谈(下),"在""两个一百年""奋斗目标的历史交汇点上,党的十九届五中全会重点研究""十四五""规划问题并提出建议,将""十四五""规划与2035年远景目标统筹考虑,对动员和激励全党全国各族人民战胜前进道路上各种风险挑战,为全面建设社会主义现代化国家开好局、起好步,具有十分重要的意义。为深入学习贯彻党的十九届五中全会精神,本刊特邀请国内部分经济学家撰写笔谈文章,以飨读者。",2021,林毅夫;何德旭;范从来;田国强;郭庆旺;万广华,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
第四届张培刚发展经济学青年学者奖评选公告,"为促进中国经济学学术进步,推动经济学学科建设,鼓励经济学青年人才成长,提高中国经济研究水平,张培刚发展经济学研究基金会于2018年特设立""张培刚发展经济学青年学者奖""。张培刚发展经济学青年学者奖每年评选一届,坚持公开、公平、公正的原则,重在发现和表彰在发展经济学及相关领域拥有创新性的学术研究成果并且具有较强科研潜力的中国青年经济学者。本奖项评选不收取任何费用。",2021,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
湖南师范大学理论经济学博士学位点简介,"湖南师范大学理论经济学科系国家一流培育学科,设有政治经济学、西方经济学、世界经济、经济史四个研究方向。2020年软科中国学科排名中,理论经济学科位居全国高校第26位,全国师范院校第3位。现有国家""万人计划""哲学社会科学领军人才1人,新世纪""百千万人才工程""人选2人,文化名家暨""四个一批""人才1人,享受政府特殊津贴专家6人,国家社科基金学科评审组专家1人,",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
奋进新时代开启新征程——学习贯彻党的十九届五中全会精神笔谈(上),"在""两个一百年""奋斗目标的历史交汇点上,党的十九届五中全会重点研究""十四五""规划问题并提出建议,将""十四五""规划与2035年远景目标统筹考虑,对动员和激励全党全国各族人民战胜前进道路上各种风险挑战,为全面建设社会主义现代化国家开好局、起好步,具有十分重要的意义。为深入学习贯彻党的十九届五中全会精神,本刊特邀请国内部分经济学家撰写笔谈文章,以飨读者。",2020,谢伏瞻;刘伟;王国刚;张占斌;黄群慧;魏后凯;张车伟;张晓晶;政武经;佟家栋;龚六堂;洪永淼,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
中国特色文化经济学理论探索与实证检验——第六届文化与经济论坛综述,"中国文化底蕴深厚、特色显著,且正经历着历史性的社会变革,实践创新为中国特色文化经济学研究的方法规范化、视野国际化提供了重要支撑。为深入推进新时代文化经济学研究,凸显问题与政策导向,丰富研究手段,创新""文化与经济""理论以适应新时代与新要求、解决新矛盾与新问题,加强文化经济学领域的学术交流,由经济研究杂志社、中央财经大学经济学院、厦门大学经济学院、西南政法大学经济学院、中山大学岭南学院、山东大学经济研究院、河南大学经济学院、内蒙古财经大学共",2020,陶克涛;赵立娟;史俊宏,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
“青年学者学术研究与论文写作”专题研修班(2021年第一期),"为了帮助青年学者更好地开展高水平学术研究,提高论文写作水平,《管理世界》经济研究院拟定于2021年1月23日至1月24日在北京市举办2021年第一期""青年学者学术研究与论文写作""专题研修班。一、时间地点1、报到时间:2021年1月22日(周五)。2、报到及授课地点:北京上园饭店(地址:北京市海淀区西直门外高粱桥斜街40号)。",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
中国社会科学院大学经济学院简介,"中国社会科学院大学是以中国社会科学院研究生院为基础成立的培养人文社会科学拔尖人才的研究型大学。经济学院是大学成立时即设立并开始招生的学院之一。2020年9月,经济学院与中国社会科学院经济研究所融合,经济所领导同时担任经济学院主要领导。现任院长为中国社会科学院经济研究所所长黄群慧研究员。经济学院现有本科专业学位点1个,硕士学位点10个,博士学位点7个,博士后流动站1个,在读学生600余人。专业覆盖理论经济学、应用经济学2个一级学科。博士学位研究生招生范围包括政治经济学、经济思想史、经济史、西方经济学、发展经济学、国民经济学、统计学等二级学科;包含上述7个二级学科的同时,经济学院还在世界经济、数量经济和金融学等共计10个二级学科招收学术型硕士研究生。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
《经济研究》创刊65周年·《经济学动态》创刊60周年学术研讨会,"2020年10月24日,由中国社会科学院经济研究所主办,经济研究杂志社和经济学动态杂志社承办,中国社会科学出版社协办的""后疫情时期的经济高质量发展:面向2025年的中国经济——《经济研究》创刊65周年.《经济学动态》创刊60周年学术研讨会""在北京成功举办。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
《经济研究》编辑委员会2020年度工作会议纪要,"《经济研究》编辑委员会2020年度工作会议于2020年10月23日在北京市国谊宾馆召开。近20位顾问与委员(以下统称编委)出席会议,中国社会科学院经济研究所副所长、《经济研究》副主编朱恒鹏主持会议。首先,中国社会科学院经济研究所所长、《经济研究》主编黄群慧致辞。黄主编对各位编委长期以来对《经济研究》的大力支持表示感谢,并向编委们介绍了编辑部近一年的人事变动,以及编辑部稿件处理制度的变化。",2020,陈小亮,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
"七秩金融筑梦一流奋力打造“国内顶尖,国际知名”的金融学院——写在中南财经政法大学金融学院70周年院庆之际","2020年10月,中南财经政法大学金融学院迎来70华诞。中南财经政法大学金融学院的前身是中原大学1950年成立的金融系,是新中国早期的金融、投资人才培养基地之一。70年来,从中原大学时期""求真为民、务实创新""的大学精神,到中南财经政法大学""博文明理、厚德济世""的校训,金融学院为国家建设培养、输送急需人才的红色基因,和""办人民需要的大学""的初心,始终如一。70年来,几代金融人砥砺奋进、乘风破浪,""贡献金融新知,培育金融精英,引领金融实践,推动社会发展""的使命担当历久弥新。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第八届张培刚发展经济学优秀成果奖第三届张培刚发展经济学青年学者奖颁奖典礼暨“双循环新格局与中国经济转型发展”论坛公告,第八届张培刚发展经济学优秀成果奖和第三届张培刚发展经济学青年学者奖评选结果现已产生。特公告如下:1.第八届张培刚发展经济学优秀成果奖获奖作品名单(按获奖作品第一作者姓名音序排列):,2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第六届中青年财政学者论坛征文启事,"""中青年财政学者论坛""由浙江财经大学创办于2015年,已成功举办五届。为进一步凝练论坛特色,为财政领域中青年学者的学术交流与合作打造一个高端平台,第六届中青年财政学者论坛将在《管理世界》编辑部的支持下由浙江财经大学主办。本届论坛将于2020年12月5日在杭州召开,论坛主题为""风险社会下的财政治理变革""。",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
关于举办“第一届‘三农’发展前沿学术论坛”的启事,"""十三五""时期,围绕脱贫攻坚和农村如期全面小康双重目标任务,中央实施了一系列强农、惠农、富农政策,我国""三农""发展取得了显著成效。以高质量发展为主线,补短板、防风险,将是""十四五""时期加快推进农业农村现代化的重要主题。经农业农村部农村经济研究中心、西北农林科技大学经济管理学院商定,举办""第一届‘三农’发展前沿学术论坛""。具体事宜如下。一、会议时间及地点会议地点:西北农林科技大学经济管理学院(陕西杨凌)会议时间:2021年1月9日-10日",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
山东财经大学会计学院简介,"山东财经大学会计学院成立于2011年11月,由原山东经济学院会计学院和山东财政学院会计学院整合组建而成。目前有本科、硕士、博士三个办学层次。其中,本科有会计学、审计学、财务管理和资产评估四个专业;硕士分学术硕士和专业硕士,前者有会计学、财务管理和审计学,后者有会计学、审计学和资产评估;博士有会计理论与方法、财务管理和审计理论与方法三个研究方向。为推动会计教育转型发展,会计学专业从2019级开始新设""智能会计""方向。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
热烈庆祝《改革开放进程中的经济学家学术自传》隆重出版,"丛书简介为了记录并彰显中国经济学家的历史贡献,为中国特色社会主义事业进一步发挥智慧的力量和作用,同时借以勉励后学筑梦前行,南方出版传媒旗下广东经济出版社,特邀张卓元教授和高培勇教授担任主编,由《经济研究》编辑部具体负责组织、编辑了集中反映改革开放进程中的经济学家学术探索和心路历程的丛书——《改革开放进程中的经济学家学术自传》。入选这套丛书的经济学家共计46位,他们学术素养深厚、学术成就卓越。他们在自传中大多以第一人称,讲述了自己的家国情怀与成长经历,以及对学术生涯的感悟和思考。这是一套全面、翔实的经济学家学术传记丛书,为记录我国改革开放历程留下了宝贵的资料。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
后疫情时期的经济高质量发展:面向2025年的中国经济——《经济研究》创刊65周年·《经济学动态》创刊60周年纪念学术研讨会,"2020年是中国全面建成小康社会和""十三五""规划收官之年,也是谋划第十四个五年规划、承前启后推进中国特色社会主义建设、实现""两个一百年""奋斗目标的关键之年。突如其来的新型冠状病毒肺炎疫情还给2020年全球经济社会带来了巨大冲击,也给后疫情时期世界经济发展提出了全面挑战。""十四五""时期是全面建设社会主义现代化国家新征程的开局起步期,是世界百年未有之大变局演化的后疫情时期,是新一轮科技革命和产业变革的加速拓展期。中国需要从世界百年未有之大变局和中华民族伟大复兴战略全局的""两个大局""着眼,建设现代化经济体系,促进中国经济高质量发展,加快形成以国内大循环为主体、国内国际双循环相互促进的新发展格局。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
文化视角下的乡村振兴与经济发展新思路探究——评《从文化视角探索乡村振兴的发展之路》,"随着我国城镇化的快速发展,为推进乡村文化建设,各地政府以党的十九大精神为指导开始全面实施乡村振兴战略,积极贯彻和落实振兴乡村经济和文化战略部署。全方位的乡村振兴不仅要加快现代农业产业体系、生产体系和经营体系的构建步伐,还需要坚持农业农村优先发展战略,大力提升农业融合型产业的辐射带动能力,尤其要加强新农村文化建设任务,以满足农民群众的多层次和多方面的精神文",2020,罗春秋,,管理世界,,笔谈、书评、序言、访谈或综述等非论文体裁
“第一届中国经济前沿学术论坛”征文启事,"改革开放以来,中国经济和社会发展取得了举世瞩目的成就,中国的经济发展模式正受到越来越多国际经济学家的关注。如何立足我国国情和发展实践,提炼和总结我国经济发展实践的规律性成果,讲好经济学的""中国故事"",传播好中国声音,是历史赋予我们这代人的学术责任和社会责任。当前世界经济增速放缓,世界大变局加速演变,全球动荡源和风险点显著增多。同时,随着中国经济发展进入新时代,我国经济已由高速增长阶段转",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
第六届中青年财政学者论坛征文启事,"""中青年财政学者论坛""由浙江财经大学创办于2015年,已成功举办五届。为进一步凝练论坛特色,为财政领域中青年学者的学术交流与合作打造一个高端平台,第六届中青年财政学者论坛将在《管理世界》编辑部的支持下由浙江财经大学主办。本届论坛将于2020年12月5日在杭州召开,论坛主题为""风险社会下的财政治理变革""。",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
关于举办第二届“中国青年管理学者论坛·工商管理论坛”的启事,"""中国青年管理学者论坛·工商管理论坛""创办于2019年,旨在推动我国工商管理学科发展,为国内工商管理领域中青年学者搭建高水平的交流平台。在管理世界杂志社的支持下,第二届""中国青年管理学者论坛·工商管理论坛""定于2020年10月18日在首都经济贸易大学举办。",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
第二届中国微观经济理论论坛(2020)征文启事,"改革开放以来中国经济发展取得的举世瞩目的成就,理应孕育和提炼出有代表性且有影响力的经济理论。这些理论既要借鉴国外微观经济学的经典及前沿成果,又要结合中国的现实问题;既要对以往的成功经验予以总结和阐释,又要对各种新现象、新问题作出解答和理论概括。为了推动中国微观经济学理论与方法的创新,促进微观经济学者之间的学术交流,经济研究杂志社与中国社会科学院经济研究所微观经济学研究室、北京大学光华管理学院、中国人民大学经济学院、清华大学经济管理学院、复旦大学经济学院、南开大学经济学院、南京大学经济学院、浙江",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
后疫情时期的经济高质量发展:面向2025年的中国经济——《经济研究》创刊65周年·《经济学动态》创刊60周年纪念学术研讨会,"2020年是中国全面建成小康社会和""十三五""规划收官之年,也是谋划第十四个五年规划、承前启后推进中国特色社会主义建设、实现""两个一百年""奋斗目标的关键之年。突如其来的新型冠状病毒肺炎疫情还给2020年全球经济社会带来了巨大冲击,也给后疫情时期世界经济发展提出了全面挑战。""十四五""时期是全面建设社会主义现代化国家新征程的开局起步期,是世界百年未有之大变局演化的后疫情时期,是新一轮科技革命和产业变革的加速拓展期。中国需要从世界百年未有之大变局和中华民族伟大复兴战略全局的""两个大局""着眼,建设现代化经济体系,促进中国经济高质量发展,加快形成以国内大循环为主体、国内国际双循环相互促进的新发展格局。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
构建中国区域经济学学科体系——评《刘再兴文集》,"随着中国经济步入高质量发展的新时代,""与时代共成长、以现实为命题""的区域经济学迎来发展的春天,这离不开老一辈学者做出的开创性工作。作为中国区域经济理论与实践研究的代表性学术成果,问世于2017年的《刘再兴文集》(经济管理出版社,下文所标页码均指该书)涵盖了经济地理学学科性质、生产布局规律、区域发展差距、经济区划、国土规划、经济政策空间属性等重大问题的深刻思考,集合了以刘再兴教授为代表的新中国第一代区域经济学者的真知灼见。",2020,孙久文,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
第七届全国经济史学博士后论坛征文启事,"为加强全国经济史学科博士后之间的学术交流,培养具有创新精神的经济史学研究高层次人才,推动中国经济史学研究,为中国的改革开放和经济发展贡献高水平智力成果,由中国社会科学院、全国博士后管委会办公室与中国博士后科学基金会共同主办,中国社会科学院博士后管委会办公室与厦门大学历史系、中国社会科学院经济研究所、中国经济史学会共同承办的第七届全国经济史学博士后论坛,拟于2020年10月16—18日在厦门举行。本届论坛的主题为""陆海交汇:全球史视野下的中国社会经济变迁""。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
新时代马克思主义政治经济学发展研究——评《马克思主义政治经济学在当代中国的新发展》,"马克思主义政治经济学在中国化和本土化的历程上克服了一次又一次的社会经济发展难关。在新时代背景下,我国特色社会主义事业的建设与发展将继续坚持党的正确领导,坚持马克思主义政治经济学的理论与实践发展路径,用中国特色社会主义政治经济学新的成果和经验推动新时代的科学建设与发展。由邱海平编著的《马克思主义政治经济学在当代中国的新发展》一书是我国新时代背景下治国理政新理念、新思想和新战略研究的优秀成果。该书在马克思主义政治经济学理论框架与实践体系的基",2020,特木钦,,管理世界,,笔谈、书评、序言、访谈或综述等非论文体裁
初心如磐探索中国经济学教育改革之路——厦门大学王亚南经济研究院成立15周年,"2020年6月,厦门大学王亚南经济研究院(WISE)迎来15华诞。15年前,WISE依托厦门大学经济学科悠久的历史底蕴与广泛的国际学术资源优势而设立,致力于成为中国乃至亚太地区一流的、与国际接轨的现代经济学教育和研究机构。WISE以马克思主义经济学家和共和国老一辈教育家——王亚南校长的名字命名,旨在新的历史时期,学习其""站在中国人的立场研究经济学""的治学态度,弘扬其勇攀高峰、学以致用的科学精神。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
王亚南经济研究院成立15周年纪念编著——《新时代中国经济学教育与研究》出版,"""不忘来路,始知归处"",为庆祝WISE成立15周年编著的《新时代中国经济学教育与研究——WISE足迹》由上海人民出版社于2020年6月正式出版。本书集结了WISE首任院长洪永淼教授的部分媒体访谈文章、个人随笔和建言,通过洪永淼个人的视角,呈现WISE15年来的发展理念与轨迹。本书主要包括四方面内容:第一部分《成长》,主要叙述洪永淼赴美留学,再应邀回到母校创办WISE以及主持经济学科的学术管理工作的经历;第二部分《开创》,主要反映WISE的创立、发展,以及WISE、经济学院、邹至庄经济研究中心三位一体交叉融合的鲜明特色,介绍了15年来厦大经济学科",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
“一带一路”建设时代背景下的国际文化交流和经济合作研究——评《“一带一路”国际文化交流与经济发展》,"""一带一路""建设是我国在新的历史条件下实行全方位对外开放的重大举措、推行互利共赢的重要平台。在此大环境下,要以更加开放的心态深化和拓展中外新型的合作关系,形成多层次和多形式的文化与经济交流格局。积极开展对外文化交流与经济合作,可以有效帮助我国经济进行转型、升级与发展,也可以助推我国新时期文化与经济发展。为此,由张耀一和李晨合著的《""一带一路""国际文化交流与经济发展》一书,对中外国际文化交流和经济合作研究,具有重要的",2020,杜晓明,,管理世界,,笔谈、书评、序言、访谈或综述等非论文体裁
重庆工商大学应用经济学科诚聘海内外英才,"重庆工商大学应用经济学是重庆市""一流学科""、市级重点学科,第四轮部级学科评估中获得B-,2019 ""软科学科排名""前19%。2004年开始招收硕士生,2012年获批服务国家特殊需求博士人才培养项目,2014年获批成立博士后科研流动站,2019年经济学、贸易经济和金融学三个专业入选国家一流专业建设名单。该学科有部级人文社科重点研究基地长江上游经济研究中心等11个科研平台,有""万人计划""哲学社会科学领军人才1人、""百千万工程""人选2人、""四个一批""人才1人、全",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学和信息经济学创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立中国信息经济学乌家培资助计划,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。2016-2019年分别进行了一至四届乌家培资助计划的评选。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
孙冶方经济科学奖第十九届(2020年度)评奖公告,"根据《孙冶方经济科学基金会章程》规定,孙冶方经济科学奖第十九届(2020年度)评奖工作将于2020年底开始进行。此次评奖对象是1979年至2019年12月底经济理论工作者和实际工作者,在国内外公开发表的论文和出版的专著。评选范围包括:针对经济学重大理论和实践问题、立足学术前沿、具有鲜明创新特点、使用规范分析方法的研究成果,特别鼓励能够有效解释中国改革开放和现代化建设伟大实践与独特经验的",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第五届中国信息经济学乌家培资助计划(2020)评选公告,"【评选对象及条件】(1)在国内外学术期刊上公开发表信息经济和信息管理领域的论文(发表时间不限);(2)论文的理论成果具有重要的学术创新性和影响力;(3)论文的作者为具有中华人民共和国国籍的、2020年7月31日前不超过45周岁的学者。【资助计划】资助人数为1-3名,资助总额为20万元人民币。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
重庆工商大学工商管理学科诚聘海内外英才,"重庆工商大学工商管理学科于1981年设立,2003年获批硕士点,是重庆市首批""一流学科"",第四轮学科评估等级为B-,2019软科排名前27%,2019年获批工商管理、会计学、市场营销、财务管理、物流管理等五个国家一流本科专业建设点。学科点有教育部人文社科重点研究基地""长江上游经济研究中心""、国家国际科技合作基地""智能制造服务国际科技合作基地""、重庆市人文社科重点研究基地",2020,,,管理世界,,缺少作者，通常为公告、宣传或编辑性记录
马克思主义政治经济学的创新与发展研究——评《马克思主义政治经济学原理(第4版)》,"马克思主义政治经济学基本原理重点研究了马克思主义基础理论与基本原理之间的关系,如劳动价值、剩余价值和社会主义经济等三大基础理论,成为确定马克思主义基本原理的重要依据,具有鲜明的马克思主义性质,在马克思主义理论中居于基础地位。新时期加强当代马克思主义政治经济学的基础理论与原理的创新与发展研究,成为我国高校""马克思主义基本原理""学科建设的着力点。习近平新时代中国特色社会主义经济思想,创新与丰富了马克思主义的发展观。当前,我国经济进入""新常态"",创新政治经济学理论势在必行。",2020,尉海莹,,管理世界,,笔谈、书评、序言、访谈或综述等非论文体裁
计量经济方法体系的动态演进与前沿展望——第三届中国计量经济学者论坛(2019)综述,"中国特色社会主义进入了新时代,在新背景下研究中国模式的一般性和特殊性,是总结经济社会发展中的经验教训、实现高质量发展的重要方式。在世界经济一体化和全球价值链深度融合的环境中,推进国家治理体系和治理能力的现代化是抵御外部冲击、降低经济增长不确定性的关键途径。探索中国经济高质量发展的新路径、形成并完善国家治理体系的新框架,亟需了解和把握计量经济方法的前沿进展,使其在中国经济社会发展问题的定量分析中发挥更大的作用。",2020,张同斌;陈海强;胡毅,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
中国特色地缘政治经济学的理论探索与体系构建——第五届地缘政治经济学论坛综述,"随着世界政治经济格局的深度调整,近年来全球地缘意义上的区域冲突事件屡见不鲜,对全球政治经济关系产生了深远的影响。作为一门运用经济学理论和方法研究全球特定区域内政治与经济相互影响和作用关系的学科,地缘政治经济学在日益复杂的全球政治经济格局新时代下必须肩负起更大的责任担当,这也迫切需要我们持续深入推动有中国特色的地缘政治经济学构建,为解决新形势下我国面临的地缘政治经济相关问题贡献智慧、凝聚力量。一、中国特色地缘政治经济学的理论缘起及研究范式、范围",2020,李世杰;刘文革;郭庆宾,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
重庆工商大学应用经济学科诚聘海内外英才,"重庆工商大学应用经济学是重庆市""一流学科""、市级重点学科,第四轮部级学科评估中获得B-,2019 ""软科学科排名""前19%。2004年开始招收硕士生,2012年获批服务国家特殊需求博士人才培养项目,2014年获批成立博士后科研流动站,2019年经济学、贸易经济和金融学三个专业入选国家一流专业建设名单。该学科有部级人文社科重点研究基地长江上游经济研究中心等1 1个科研平台,有""万人计划""哲学社会科学领军人才1人、""百千万工程""人选2人、""四个一批""人才1人、全",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第五届中国信息经济学乌家培资助计划(2020)评选公告,"【评选对象及条件】(1)在国内外学术期刊上公开发表信息经济和信息管理领域的论文(发表时间不限);(2)论文的理论成果具有重要的学术创新性和影响力;(3)论文的作者为具有中华人民共和国国籍的、2020年7月31日前不超过45周岁的学者。【资助计划】资助人数为1-3名,资助总额为20万元人民币。【获资助者博士生团队持续资助机制】本年获资助者指导的博士生团队,次年自然获得""中国信息",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学和信息经济学创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立中国信息经济学乌家培资助计划,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
重庆工商大学应用经济学科诚聘海内外英才,"重庆工商大学应用经济学是重庆市""一流学科""、市级重点学科,第四轮部级学科评估中获得B-,2019""软科学科排名""前19%。2004年开始招收硕士生,2012年获批服务国家特殊需求博士人才培养项目,2014年获批成立博士后科研流动站,2019年经济学、贸易经济和金融学三个专业入选国",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
发展经济学在中国:实践与展望——第二届中国发展经济学学者论坛综述,"发展经济学是以发展中国家的经济实践为主要研究对象的一个经济学分支学科。中国作为最大的发展中国家,经济发展过程中涌现出许多新现象、新问题。利用中国实践来推动发展经济学理论创新,完善发展经济学学科体系,是中国发展经济学学者的使命和职责所在。一、中国经济实践与发展经济学中国在发展经济学理论演进中扮演了重要角色。早在20世纪40年代,一批中国经济学家,比如刘大钧、方显廷、翁文灏、马寅初、谷春帆、吴景超、伍启元、张培刚等对中国如何实现工",2020,叶初升;肖利平;余静文,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
中国信息经济学乌家培资助计划简介,"中国信息经济学会成立于1989年,致力在信息经济与信息管理领域搭建理论创新的桥梁,推动跨学科发展。学会创始人乌家培教授为中国著名经济学家,中国数量经济学和信息经济学创始人。为促进中国信息经济与信息管理领域的青年学者成长,并产生未来30年有国际影响力的理论创新成果,学会于2015年设立中国信息经济学乌家培资助计划,以表彰中国信息经济与信息管理领域青年学者的理论创新贡献。",2020,,,经济研究,,缺少作者，通常为公告、宣传或编辑性记录
第五届刘诗白经济学奖评选公告,"为深入学习贯彻习近平新时代中国特色社会主义思想,深入学习贯彻党的十九大和十九届二中、三中、四中全会精神,全面贯彻落实中共中央印发的《关于加快构建中国特色哲学社会科学的意见》精神,推动习近平新时代中国特色社会主义思想系统性、学理化、学科化研究阐释,深刻把握习近平新时代中国特色社会主义经济思想内涵,推进中国特色、中国风格、中国气派的经济学研究,推出更多经济学研究的精品力作,加快构建中国特色哲学社会科学,现面向全国开展",2020,刘诗白,,经济研究,,公告、招聘、宣传或编辑性材料
财政制度、国家治理与经济发展——第五届中国财政学论坛综述,"""财政是国家治理的基础和重要支柱"",这是中国共产党十八届三中全会以来对财政地位的重要论断。在中国特色社会主义进入新时代的关键时期,建设现代财政制度以推进国家治理能力现代化、推动经济发展尤为重要。如何创新财政基础理论以适应新时代要求,如何利用财政理论解决新矛盾和新问题,如何分析财政政策的运行效果,是财政理论工作者亟待认真探讨并深入研究的重大课题。由经济研究杂志社和中国人民大学财政金融学院共同主办、中国人民大学《经济理论与经济管理》编辑部和",2020,吕冰洋;刘晓路;马光荣,,经济研究,,笔谈、书评、序言、访谈或综述等非论文体裁
