Title,Abstract,Year,Author,Keywords,Journal,CLC,Record_ID
唯物史观论域中的分配正义及历史生成逻辑,"分配正义并非仅指涉""得其应得""和""个人所有权"",也并非仅是一条抽象的法权原则。分配正义归根到底是特定历史阶段生产方式的反映,是基于历史唯物主义所指涉的""物质生产方式""的事实原则和规范性价值,它与不同历史阶段的所有制形式、财产关系直接相关。马克思揭示""人的依赖关系""阶段的劳动所有权关系,批判""物的依赖性""阶段的资本正义和个人所有权,目的是倡扬""真正共同体""的按需分配正义和通达人的自我实现。只有从历史唯物主义和政治经济学批判所开创的哲学视角和理论视域中,才能真正理解分配正义的历史生成逻辑。中国的分配制度延展了马克思分配正义的层级和结构,既牢牢把握按劳分配的主动权,又有效抑制""资本逻辑""的负效应,从而使分配正义展现出特定历史阶段中的积极效应。",2021,黄建军,分配正义;唯物史观;生产方式;个人所有权,中国社会科学,,CSS_01ab901554d3
百年中国农村发展的社会学回眸,"回看中国农村发展百年历程,旨在理解中国共产党与农村发展的关系,认识党对农村发展和中国式现代化的伟大历史贡献。从制度创新与变革的视角来回眸,可充分展现党领导的制度创新与变革对推动农村发展和中国式现代化的历史意义。为解决旧中国的农村问题,党领导农民选择革命的正确道路,废除旧制度,根本扭转了农村发展的命运。新中国成立初期,党为在""一穷二白""的基础上推进工业化,超常探索制度变革,推进农村社会主义改造和建设,初步建立起民族工业体系。党的十一届三中全会开启了改革开放的伟大事业,农村实现了飞跃性发展。21世纪特别是党的十八大以来,脱贫攻坚和全面建成小康社会战略取得全面胜利,创造了人类减贫史上的奇迹和农村发展奇迹。进入新时代,在党的新发展理念引领下,随着乡村振兴战略的全面推进,中国农村发展将迎来社会主义现代化建设的黄金时代。",2021,陆益龙,中国农村发展;社会学回眸;制度创新;中国式现代化,中国社会科学,,CSS_9c2424f0738a
在把握历史发展规律和大势中引领时代前行——为中国共产党成立一百周年而作,"在习近平新时代中国特色社会主义思想的科学体系中,把握历史发展规律和大势的论述具有基础性的理论地位。习近平的重要论述,系统回答了把握什么样的历史发展规律和大势、党在百年历史中怎样把握了历史发展规律和大势、在新的时代条件下怎样把握历史发展规律和大势等问题。中国共产党的诞生、抗日战争的胜利、中华人民共和国的成立、改革开放和中国特色社会主义进入新时代,都是把握历史发展规律和大势的结果。百年来,党坚持在真理观和价值观的统一中把握历史发展规律和大势,不断推进马克思主义中国化;始终坚持""以人民为中心""的价值追求;勇于自我革命,不断推进党的建设新的伟大工程。历史表明,正确把握历史发展规律和大势,是无产阶级政党政治上成熟的重要标志;只有用活的马克思主义,才能正确把握历史发展规律和大势;要树立大历史观,从中国与世界的相互作用、联系变化中把握历史发展规律和大势;要善于从社会的主要矛盾及其运动变化中把握历史发展规律和大势;必须发挥领袖人物在把握历史发展规律和大势方面的杰出作用。",2021,谢伏瞻,中国共产党;百年;历史发展规律;大势,中国社会科学,,CSS_a27c20f4cb4c
当代中国马克思主义政治经济学的哲学智慧,"习近平新时代中国特色社会主义经济思想是当代中国马克思主义政治经济学的最新理论成果,是21世纪中国共产党人追求全球经济正义、实现中国特色社会主义强国富民的经济学说。当代中国马克思主义政治经济学的形成有着厚重的哲学基础:涵盖历史唯物主义原理、唯物辩证法的世界观和方法论以及中国传统哲学思想精粹。中国共产党人的政治经济学本质上不是工程学,它不是以简单的技术数据来昭示市场的机运或风险预警,而是在揭示经济发展规律的基础上,在追求历史进步和经济正义的哲学境遇中,更深层次地确保经世济民、治国理政的实践的唯物主义。",2021,张雄,当代中国马克思主义政治经济学;经济正义;哲学智慧,中国社会科学,,CSS_7babe92a0630
国际法的守正与创新——以全球治理体系变革的规范需求为视角,"国际法的理论与实践创新是内在于国际秩序演进史的历史性议题,也是全球治理时代亟待回应的现实性命题。在全球治理视野下,国际法守正与创新呈现出对立统一的辩证关系。国际法创新的起点是守正,即遵从国际法的现代性、崇尚国际法的价值性、遵循国际法的规律性。现阶段国际社会的动态发展促生新的规范需求,从而为国际法的创造性发展创造空间。推动国际法创新符合国际法发展的客观需求,也是我国维护国家利益的可行路径。国际法创新的思维模式应处理好时空联结、新旧传承和内外互动,国际法创新的路径应注重领域与层次的识别、规范模式的选择以及时机和成本的考量等维度。作为新兴大国,中国可在国际法创新中形成规范话语,引领规则创新,直面国际社会新生的规范需求,通过激活规则的有效性推进国际法治深入发展,展示中国的法治成就,通过推动中国国际法的理论和实践创新,为国际法治提供中国立场和方案。",2021,赵骏,两个大局;国际法治;守正创新;全球治理;规范需求,中国社会科学,,CSS_4c366adf02c6
地方政府的价值治理及其制度效能,"凝聚共同的理想信念、价值理念、道德观念是我国国家制度和国家治理体系的显著优势。目前,对地方政府行为动因的既有解释,以""利益—权力""的技术分析代替了对制度的价值研究,无法有效说明地方政府的超经济行为逻辑,难以揭示中国共产党领导下国家治理绩效背后的深层机理和治理体系中的制度伦理。在组织结构上,党政结构中的地方政府、国家行政内的地方行政、中心工作下的价值评价导向,为地方政府的价值治理提供了坚强的组织制度依托。引入历史维度可以发现,地方政府的价值治理任务经历了从""团结目标""到""利益目标"",并迈向""综合目标""的渐变过程。地方政府增长激励是价值目标引领的结果,它将在目标调适中实现优化和转型。面对瞬息万变的风险治理格局,地方政府不仅亟须科学技术赋能,更需进一步优化价值动员机制,从提升组织内聚力出发,在价值目标吸纳、价值治理运作和价值协调反馈等方面加快实现制度升级,实现价值、制度、技术三个层面的治理能力提升。随着""综合目标""的不断丰富,地方政府将随之调适价值目标内涵,在价值吸纳和整合中提升价值体系的社会适应性,从而进一步集聚起价值治理的强大力量和可持续发展能力。",2021,周尚君,价值治理;组织结构;制度伦理;制度化,中国社会科学,,CSS_0db596fe09a6
21世纪马克思主义世界历史观的叙事主题,"近代西方世界历史理论包括三种范式,即休谟和卢梭为代表的""契约论范式""、康德为代表的""目的论范式""和黑格尔为代表的""神正论范式""。基于唯物史观的发现,马克思完成了对近代西方世界历史理论的范式革命,开创了世界历史理论的""唯物史观范式""。由此,马克思世界历史理论的叙事主题也发生了根本变革,即人类自身向着自己命运主宰者的回归。进入21世纪,在""百年未有之大变局""的时代判断下""构建人类命运共同体""构成了21世纪马克思主义世界历史观的叙事主题。这一叙事主题为重新确立人类对世界历史反思的自我意识,坚持在两种制度并存条件下实现人类和谐共生的世界历史观,在""变局""中开展出确定性的""新局"",为寻求人类文明新的形态提供了中国智慧和中国方案。",2021,吴宏政,世界历史理论;范式革命;21世纪马克思主义;人类命运共同体,中国社会科学,,CSS_2ec56a0e5e70
世界变局与历史观的复兴,"现代世界自始即以资本作为主导原则,在历史进程中因资本原则的内在矛盾,迄今已然面临着改弦更张的变局。历史唯物主义把""现实—矛盾""原理和""历史—发展""原理相结合,具体应用于分析资本主义社会,为""东升西降""世界变局之际历史观的复兴提供了思想资源。以历史唯物主义为思想导引的历史观认识扎根于历史性的主题定向,能够有效指导人们洞见人类活动的性质和当代社会的本质,对于把握当今世界问题具有理论上的优先性。当下中国哲学学术活动出现脱域化和中立化的致思倾向,自觉或不自觉地远离了中国社会的实际。只有植根于现实生活过程,以生活世界的客观性为依据,把握事实的历史性质,哲学才能真正""让事实说话"",从而在参与当代问题中表明自身的存在意义。",2021,陈立新,世界变局;历史观;历史性;历史事实,中国社会科学,,CSS_5cfb29ef1f9d
从“权能分离”到“权利行使”,"用益物权的生成机制关涉物权制度的架构和容量,蕴含着物权法理论创新的巨大潜能。就解释民法典颁行前的我国用益物权制度而言,""嫁接式具体权能分离说""进行了有益的理论探索,但其未能超越既成""权能分离说""的固有范式,亦无法摆脱该范式的内在缺陷。民法典丰富了用益物权的种类,提供了以坚持社会主义公有制为前提,通过市场机制配置和共享土地等要素资源的法实现方案。基于制度实践的转型升级,以""权利行使""为逻辑线索架构用益物权的生成机制,有益于弥合既有理论与中国实践的罅隙,提升理论的解释力,为多层级用益物权体系的建立奠定学理基础。",2021,蔡立东,权能分离;权利行使;多层级用益物权体系,中国社会科学,,CSS_87aecef459a3
习近平法治思想的实践逻辑、理论逻辑和历史逻辑,"在中国特色社会主义法治建设伟大实践中创立的习近平法治思想是当代中国马克思主义法治理论、21世纪马克思主义法治理论,其缘于经验的升华、理性的凝结、历史的淬炼,具有鲜明的实践逻辑、科学的理论逻辑和深厚的历史逻辑。认真研究、科学把握、深刻领悟这三个逻辑及其内在联系,必将深化对习近平法治思想时代背景、基本精神、核心要义、实践要求的理解和把握,必将增强对习近平法治思想的政治认同、理论认同、情感认同,必将增强新时代全面依法治国、建设法治中国、推进国家治理现代化的信念伟力、思想定力、前进步力。",2021,张文显,习近平法治思想;实践逻辑;理论逻辑;历史逻辑,中国社会科学,,CSS_fb2bf814e1ea
马克思唯物史观视域中的法治问题,"依法治国的核心问题是法治。法治意味着法的理念与现实的辩证统一。马克思主义哲学对法治的理解,以唯物史观为基础,以马克思的法哲学批判为指导,依循法律之理念与现实的内在二元结构,并结合现代法治发展的实际历史过程,探讨三个有关法治的理论问题:第一,法治的社会物质关系基础是市场经济,法治本身是经济关系变革与法律关系变革相互作用的产物,具体来说,就是资本主义市场经济中的财产关系抽象化催生了近代法律,并造就了由自由与公平、权利与义务诸原则体现的法律之形式正义。第二,马克思基于唯物史观对法律之形式正义的有限性和本质缺陷进行的批判,为现代法治揭示出更高的目标和理念,这就是""作为实质正义的社会正义"",其具体内容是消除资产阶级财产权的压迫性,实现无产阶级的社会解放,从而实现作为法治最高目标的公共福祉。第三,马克思法哲学批判在当代西方法哲学中的理论效应,表现为后者对现代法治发展的理解,很大程度上是沿着马克思揭示的理论方向,超越西方法治传统的形式正义教条,强调作为实质正义的社会正义在法治中的地位和意义,使法律的形式正义尽可能内在地蕴含在实质正义之中。",2021,张盾,马克思;唯物史观;法治;实质主义,中国社会科学,,CSS_766b2a75dd92
“一带一路”倡议与国际法——基于国际公共产品供给视角的分析,"由于经济危机深层影响显现、贸易保护主义加重、全球治理体系变革和新冠肺炎疫情影响等多种力量和因素的共同作用,国际社会面临公共产品供给不足的困境。""一带一路""倡议是中国在新的历史发展时期,作为负责任大国向国际社会提供的公共产品,符合非竞争性和非排他性特点。国际法在国际公共产品的供给方面有重要的促进和保障作用。""一带一路""倡议实施以来面临国际治理环境的急剧变迁,法治化是倡议长久和顺畅实施的基础前提和重要保障。""一带一路""法治化一方面应注意国际软法和硬法结合的多元化治理,妥善利用现有双边、区域和多边国际法律机制,另一方面须密切关注国际经贸规则最新发展,创新性提高我国的投资和贸易自由化等规则供给能力。""一带一路""的国际法保障,既要重视近期贸易和投资自由化的具体举措,亦需着眼于制度供给的长远规划和可持续发展,以此实现共建""一带一路""倡议的愿景和目标。",2021,石静霞,“一带一路”倡议;国际公共产品;“一带一路”法治化;全球经济治理;国际法保障,中国社会科学,,CSS_6fe0302698e3
理论是问题之树盛开的花朵——《中国社会科学》2021年重点选题构想,"科学研究总是从问题开始的,科学地提出问题是科学地解决问题的根本前提。马克思说:""一个时代所提出的问题,和任何在内容上是正当的因而也是合理的问题,有着共同的命运:主要的困难不是答案,而是问题。......世界史本身,除了通过提出新问题来解答和处理老问题之外,没有别的方法。......问题就是公开的、无畏的、左右一切个人的时代声音。问题就是时代的口号,是它表现自己精神状态的最实际的呼声。""(1)理论创新、理论发展最深厚的源泉来自实践,",2021,本刊编辑部;方军,,中国社会科学,,CSS_151379696cd6
全面建成小康社会的理论与实践,"""小康""是中华民族几千年来孜孜以求的社会理想。新中国成立后,特别是改革开放以来,中国共产党在实践中不断深化对小康社会建设规律的认识,全面建成小康社会取得辉煌成就。全面建成小康社会,是实现中华民族伟大复兴中国梦的关键一步,使科学社会主义在21世纪焕发出强大生机活力,大大拓展了发展中国家走向现代化的途径。全面建成小康社会的伟大实践,为全面建设社会主义现代化国家积累了弥足珍贵的经验。",2020,谢伏瞻,全面建成小康社会;中国式现代化;国家治理;制度优势,中国社会科学,,CSS_e0a8c1d8771f
论数据用益权,"数据权属及其分配规则不清,已成为数字经济发展的最大制度障碍。未来应根据数据要素市场对数据积极利用的巨大需求,借助自物权—他物权和著作权—邻接权的权利分割思想,容纳作为现代新兴权利客体的数据。根据不同主体对数据形成的贡献来源和程度的不同,应当设定数据原发者拥有数据所有权与数据处理者拥有数据用益权的二元权利结构,以实现数据财产权益分配的均衡。数据用益权既可以基于数据所有权人授权和数据采集、加工等事实行为取得,也可以通过共享、交易等方式继受取得。数据需要依托具有公信力的公共数据平台、数据中间商进行交易与共享。数据用益权包括控制、开发、许可、转让四项积极权能和相应的消极防御权能,在公平、合理、非歧视原则下行使各项权能可以平衡数据财产权保护与数据充分利用两种价值,推动数据要素市场快速健康发展。",2020,申卫星,数据用益权;数据所有权;数据财产权;权利分割;数字经济,中国社会科学,,CSS_809ccf2f7e41
“家”作为方法:中国社会理论的一种尝试,"现代化是一个""离家出走""的过程,故现代社会科学也表现出远离""家""而拥抱个人主义的倾向。但事实上,""家""从未离开西方的学术和实践。在中国,无论是在传统儒家文明还是在近代以来文明重塑进程中,""家""虽时有变动但亦未脱离其在社会和文化—心理结构中的总体性位置。因此,推进""文化自觉""和社会学中国化,""家""是一个关键的切入点。从""家""出发构建中国社会理论,不仅要将""家""当作实体,更要将其作为""方法"":一方面揭示""家庭隐喻""的多重面向,即基于血缘纽带引申出的自然情感、支配和家政,厘定它们在伦理层面的纠缠及其结果;另一方面运用中外比较、理论与实践结合、古今互鉴的方法,在经验研究和历史研究中,透过""家""来探索中国文明的总体性格、变迁及具体实践形态。",2020,肖瑛,家庭隐喻;血缘;自然情感;支配;家政,中国社会科学,,CSS_36dd50ba45e3
乡村建设与全面小康社会的实践逻辑,"在全面小康社会建设实践中,乡村建设承担着重要的角色,也是需用力解决的短板、难点和重点。从现代化和现代性理论视角出发,可以在价值、制度和结构、主体性自觉和美好生活追求三个维度上,深入探讨乡村建设推进的实践逻辑。研究表明,小康价值引领着乡村建设从经济发展逐渐向社会、经济、文化、生态和治理五个方面推进,融入国家整体性现代化发展进程;推进城乡制度和政策改革与创新,破除区隔城乡的不平等和不合理体制机制障碍,构建城乡一体化和均等化的社会权利和机会体制,是乡村建设实践的核心内涵;而村民主体性自觉以及对美好生活的追求,则成为乡村建设的动力机制和最根本的目标追求。乡村建设在价值引领、制度和政策改革及创新、村民主体性自觉和对美好生活的追求之间存在着相互影响的复杂关联,只有三者之间达成良性循环,乡村建设才可能取得明显进展和成功。这样的实践逻辑为后续的乡村振兴以及后小康社会的现代化建设奠定了可以因循的社会经济和文化基础。",2020,王春光,全面小康社会;乡村建设;现代化;美好生活,中国社会科学,,CSS_5b39bbfd7266
骑士制度与西欧中世纪战争,"西欧中世纪战争的总体特征是频发并持续向外扩张,这种战争总体特征与规范骑士群体的封建制度密切相关。在促进骑士及骑士军队成为专门化的军事力量并使其参与封建战争进程当中,封建制度在政治、经济、社会组织与思想文化等方面形成了常态化支撑机制。在这种支撑机制作用下,骑士及骑士军队最终成为西欧中世纪战争频发和向外扩张的主角。对中世纪战争总体特征及其社会成因的综合性考察,有助于进一步认识西欧封建社会特征,认清西方近代以来世界争霸战的历史脉络。",2020,倪世光,西欧;中世纪战争;骑士制度;封建社会,中国社会科学,,CSS_5a8ea8afb069
早期社会心理风险对健康的影响效应——基于中国健康与养老追踪调查数据,"在老龄化程度持续加深的背景下,""预防为主,减少疾病发生""的健康促进策略被置于优先地位。探究导致老年疾病的早期风险因素,是预防和干预的前提,也是""积极应对人口老龄化""的题中之义。基于全球疾病负担(GBD)的伤残权重评估结果,对中国健康与养老追踪调查(CHARLS)数据中的健康状况赋予伤残权重,并以伤残损失生命年(YLDs)为量化指标,评估早期社会心理风险对老年健康的预测作用。结果表明,早期社会心理风险显著增加老年伤残损失生命年,对于老年高危健康状况也具有显著预测力,并且两者之间的关系是因果性的。此外,研究识别出四项导致老年生命质量严重折损的早期社会心理风险,即身体暴力、童年迁移、母亲精神健康和父亲身体健康。针对这些风险因素的干预措施将有利于延长老年人的健康预期寿命,降低我国未来的养老负担。上述发现对于从个体生命时间上游预防老化疾病的发生,实施""全生命周期健康管理""具有借鉴意义。",2020,高明华,伤残权重;伤残损失生命年;社会心理风险;健康预期寿命,中国社会科学,,CSS_f751b1670e65
马克思唯物史观叙事中的劳动正义,"寻求和探明劳动正义的本真内涵与现实表征贯穿于马克思唯物史观叙事的始终。马克思立足于人的存在方式和自由解放的本质需要,在审视人类劳动与人类历史的相互关系中阐明了劳动正义与生产正义、社会正义之间的层级结构,确立了劳动正义在这一结构中的逻辑先在性,并确立了作为劳动正义前提的自由向度和解放维度。唯物史观与现代性批判的叙事方式是马克思论述劳动和正义命题时的基本遵循,他从劳动异化和私有制角度对劳动的""非正义性""进行历史解构与前提批判,批判了""资本正义""""经济正义""的非正义性实质。马克思揭示了劳动与资本及其衍生的劳动内部关系的悖论,从""劳动自由""的高度破解了理论谬误。马克思劳动正义思想内蕴的叙事力量以及批判向度在21世纪经济全球化论域之中可被重新激活并启发新知。",2020,刘同舫,唯物史观;劳动正义;劳动关系;劳动生产形态,中国社会科学,,CSS_43ba6dfc9918
《资本论》理论定向的阐释维度,"《资本论》具有多样化的理论定向,并在后世解读中呈现出经济学、哲学、政治哲学等多样化的阐释维度。作为两种最具有影响力的阐释方式,对《资本论》的经济学理论定向和哲学理论定向的阐释,不仅各具理论合理性,而且具有很强的互补性。当基于经济学理论及其技术层面的《资本论》研究致力于完善与推进马克思政治经济学理论体系时,哲学理论定向的阐释维度将有助于更为全面地呈现《资本论》的当代价值。但是,由于对马克思哲学基本性质认知的差异性,因而在《资本论》的哲学理论定向的阐释维度上形成了多样化的解释方案。只有立足于唯物史观,才能真正呈现马克思哲学与《资本论》的内在性关联,并实质性地彰显《资本论》的当代价值;而要立足于唯物史观以确立马克思哲学与《资本论》的内在性关联,则必须首先明确唯物史观的《资本论》指向,即唯物史观是从黑格尔哲学体系中挣脱出来的伟大成果,是服务并从属于《资本论》研究课题的理论创立,真正的唯物史观就存在于《资本论》中。这是《资本论》的唯物史观理论定向。就此而言,《资本论》既是一部伟大的经济学著作,又是一部唯物史观的理论巨著。",2020,卜祥记,唯物史观;经济决定论;价值形式;思辨哲学,中国社会科学,,CSS_680815c409c2
范文澜与“汉民族形成问题争论”,"""汉民族形成问题争论""是20世纪50年代中国马克思主义史学语境中的一个独特案例。范文澜《试论中国自秦汉时成为统一国家的原因》一文引发这一争论,但该文的最初目的并非与苏联学者叶菲莫夫展开论辩,而是旨在纠正旧版《中国通史简编》的""缺点和错误""。范文澜所说学习马克思主义要求""神似""而不是""貌似""、""历史的具体事实正是有和无的根据"",不仅是他在争论中所持的基本观点,更是他致力于纠正中国马克思主义史学中存在的教条主义问题时所提示的基本原则。范文澜慎重考察斯大林民族定义和苏联史家观点对解决中国历史问题的适用性,基于他对汉民族是在""独特的社会条件下形成的独特的民族""的历史认识。回顾""汉民族形成问题争论""始末,对当前的中国民族史等相关问题研究具有启发意义。",2020,张越,汉民族形成问题;范文澜;叶菲莫夫;中国马克思主义史学,中国社会科学,,CSS_2141e30c214e
经济决定论的历史唯物主义评判,"""经济决定论""或""经济唯物主义""思潮始于第二国际,时下仍存有类似观点。""经济决定论""几乎成了历史唯物主义挥之不去的""误读""。理论上,""经济决定论""作为一种基于传统哲学进路理解人类历史的理论模式,诉诸""基础主义""和""还原论""的思维方式,机械地解读经济基础和上层建筑的关系,强调经济因素的唯一决定性。实践中,""经济决定论""的教条主义倾向,切割理论和实践,将历史唯物主义异化为一种""旁观的实证科学"",遮蔽了历史唯物主义的价值立场,妨碍革命实践甚至走向革命运动的反面。因此,有必要从学理上反思和揭示""经济决定论""的本质,澄清历史唯物主义理论的真实原貌。",2020,沈江平,经济决定论;历史唯物主义;人类命运共同体,中国社会科学,,CSS_7d847c33077a
社会符号论的批判向度与力度——基于唯物史观的一种考察,"通过马克思对商品、货币、资本等社会符号的深刻分析,可发现社会符号的颠倒与否定性质是社会符号普遍的有规律性的特质,是社会符号在一定社会形态下获得的历史规定性,其根源于人类实践的基本矛盾即对象化与非对象化的矛盾运动,由实践的辩证本质即以否定性为媒介的关系所规定,是否定性辩证法在符号上的具体表达。唯物史观视野中的社会符号论的批判是基于实践、基于现实、指向未来的,是具有革命性又具有建设性的批判。在当代,构建科学的社会符号论,不仅可以推动符号学的发展,而且是深化历史唯物主义的重要方面。",2020,方军,社会符号论;历史唯物主义;符号学,中国社会科学,,CSS_e8cb25f25d60
两种“艺术生产”:马克思“艺术生产”理论新探,"""艺术生产""理论是马克思的首创。《〈政治经济学批判〉导言》中""当艺术生产一旦作为艺术生产出现""一说有可能透露马克思""艺术生产""理论的重要奥秘。马克思研究""艺术生产""主要是对艺术活动作一种政治经济学的考量,而非作一般的艺术评论。他提出两种""艺术生产""的概念,前一个""艺术生产""是指作为人类精神生产方式的艺术活动,它体现着一般艺术规律和审美特征,对于物质生产和社会发展具有相对独立性;后一个""艺术生产""则是指作为资本主义生产体系中的精神生产部门所进行的生产劳动,它将精神产品作为商品形式以创造剩余价值、实现资本增殖。马克思区分出资本主义经济体系中的生产劳动与非生产劳动,而将作为精神生产方式的艺术活动划归非生产劳动,在政治经济学研究和《资本论》撰写中往往将其排除在外。但唯其将作为精神生产方式的艺术活动从资本主义生产体系中剥离和超拔出来,才有可能对其进行独立的、抽象的研究,以揭示其特殊的本质。正是在这个意义上,马克思从艺术生产作为对世界的特殊掌握方式、艺术生产的自由本质、艺术生产的""间接""功能、艺术生产的审美价值取向等方面对作为精神生产方式的艺术生产作出了经典性论述。",2020,姚文放,两种“艺术生产”;马克思;“艺术生产”理论;生产劳动;非生产劳动,中国社会科学,,CSS_704b81178666
马克思和恩格斯对正义概念的两种用法——兼评伍德的两个误解,"在20世纪70—80年代英美马克思主义学者关于""马克思与正义""的那场大讨论中,时任美国斯坦福大学教授的艾伦·伍德提出了一个使不少人感到诧异的论断——""马克思并不认为资本主义是不正义的""。(1)伍德的论断不仅在英美学界引起激烈争论,而且对我国学者也产生了很大影响。伍德对马克思和恩格斯著作中的正义概念存在不少误解,而纠正这些误解对于深化我国学者对马克思正义思想的研究是十分必要的。本文将通过阐释马克思和恩格斯对正义概念的两种用法,对伍德的两个误解作出深入的分析和说明。",2020,段忠桥,,中国社会科学,,CSS_d5032705d288
美好社会:现代中国社会的历史展开与演化图景,"现代中国社会的历史展开内嵌着实现不同社会图景的内在线索。小康社会的全面建成,标志着绝对贫困的彻底消除、精神境界的历史性跃升、制度文明的全新缔造,以及社会有机体的有序运转。在小康社会之后,为实现美好生活奠基的美好社会成为延续现代中国历史的社会图景选择。社会生产力发展水平""质""的跃升、社会主要矛盾的历史性转化、社会主义核心价值观的确立、社会主义制度的发展与完善,分别为美好社会的生成奠定了物质根基、矛盾根基、价值根基与制度根基。在此基础上,美好社会的理想图景,是一幅反思、扬弃与超越""现代性""的社会图景,是一幅深度切中""人民的现实幸福""的社会图景,是一幅在现有条件下追求""自由个性""的社会图景,三幅图景将实现工具理性与价值理性在社会发展进程中的内在和谐。在道路自信与民族复兴双重变奏的基础上,美好社会被赋予了深刻的时代内涵与深厚的历史意蕴,其致力于开启文明的崭新类型,为""个体""意义上人的自由全面发展与""共同体""意义上的共同富裕奠定全新的社会基础。",2020,项久雨,小康社会;美好社会;社会变迁;道路自信;民族复兴,中国社会科学,,CSS_7e9ac77eb442
营利概念与中国法人法的体系效应,"""营利""这一概念是贯穿中国法人法的一条主线,其含义由二要素构成:一是以追逐利润为目的;二是将利润分配给出资人。以此为标准,《民法典》区分了营利与非营利法人,并将法人性质与其组织形式捆绑,采用特定的组织形式意味着只能从事特定性质的行为,法人""身份""直接决定了其""能力""。此举旨在遵从公法上的法人区分登记管理体制,维持了公私法体系的融贯性,但却束缚了营利法人的权利能力与社会活力,在私法上的体系效应不佳。这一问题在大陆法系由来已久。作为两大立法例之一,日本法较早采用的营利与公益法人分类经历了艰难的改革过程,但始终受到营利概念二要素的困扰。德国法采用的社团与财团法人分类摆脱了营利概念之束缚,将利润分配完全留给经济性社团自治,允许以社团法人的组织形式从事任何法不禁止之事业。这种法人组织法中立的技术构造,充分释放了社团法人的权利能力与社会活力。立足中国国情,中国法人的私法构造应妥善处理与公法上的社团管制之关系,逐步放松利润分配要素对营利法人的不当限制,有步骤地推动法人组织法与行为法的脱钩,释放营利法人参与公益事业的权利能力。",2020,宋亚辉,营利;营利法人;非营利法人;利润分配,中国社会科学,,CSS_f94b88662900
国家治理现代化的逻辑转换,"国家治理现代化体现了现代国家建构的过程,国家治理的成败取决于国家治理的制度逻辑及其治理的有效性。现代西方国家治理由市场逻辑主导,在保护个人权利和增加物质财富方面取得了突出的成就,但发展至今却面临着治理效能下降的危机。鸦片战争以来,中国的治理转型深受传统权力本位的逻辑制约而难以成功。中华人民共和国成立,特别是改革开放以来,国家治理呈现出由权力本位逐渐向权利本位转变的趋势,取得了卓越的治理成效。鉴于时空境遇的新变化,新时代国家治理现代化需要应对传统因素和国际局势的双重考验,由此,应以开放系统的视野分析国家治理转型的核心问题,切实将国家治理的逻辑落定于权利本位。在当代中国,国家治理现代化首要的是坚持党的领导。从现实问题和客观需求出发,国家治理现代化必须坚持以人民为中心、以公民权利确立治理根基、以宪法之治凝聚治理共识、以合作行动创造治理动力、以公共美德提供治理支撑,由此确立和夯实现代国家治理有效性的基点,提升国家治理效能。",2020,夏志强,治理效能;国家治理逻辑;市场逻辑;权力逻辑,中国社会科学,,CSS_e4c28be0b256
世界普遍交往中的人类命运共同体,"""交往""是马克思唯物史观思想发展过程中的一个重要概念,交往、交往的扩大、世界普遍交往表明历史突破狭隘而孤立的地域历史向世界历史转变的轨迹。黑格尔说""世界历史的进程是一个合理过程"",恩格斯认为黑格尔的""这个划时代的历史观是新的唯物主义世界观的直接的理论前提""。生产方式、交往以及因交往而自然形成的不同民族之间的分工消灭得越是彻底,历史就越是成为世界历史。习近平关于人类命运共同体的倡导是对马克思世界历史理论在新时代的创新和发展,而马克思的世界历史理论包含的一个主要论题就是世界普遍交往理论,这就意味着:人类关于未来社会的""自由人联合体""和""人类命运共同体""这两个伟大构想都是在生产力的高度发展和世界交往的普遍展开中提出的,也将在世界普遍交往中实现。""人类命运共同体""的交往范式从根本上超越了资本逻辑,为世界普遍交往贡献了中国智慧与中国方案。",2020,李包庚,交往;世界普遍交往;世界历史;人类命运共同体;中国方案,中国社会科学,,CSS_2218ca900496
价值形式:马克思商品拜物教批判的理论定位,"西方左翼思想家们对于历史唯物主义的""重释"",往往从商品拜物教批判出发,但所获得的理论成果却普遍背离经典历史唯物主义的立场,从而未能实现历史唯物主义的当代化。要实现历史唯物主义的当代化,就要重新理解马克思在商品拜物教批判中把握现实运动的基本方式。马克思的商品拜物教批判并不是对于某种""事实""(不论是""观念事实""还是""社会事实"")的批判,而是对于价值形式分析的阶段性成果,即""通过一般等价物建立的商品世界""所作的进一步的形式分析。作为马克思形式分析进程中的一个重要环节,商品拜物教批判呈现了以历史性的普遍交换为核心的资本主义表现机制在生产者拜物教和政治经济学拜物教的建构中所起的作用,为更进一步深入资本主义生产领域内部揭示资本主义现实运动的自否性的形式分析设置了路标。对马克思的商品拜物教批判进行重新理解,为我们澄清了历史唯物主义当代化的重要工作原则:一方面要坚持唯物主义的方法论原则;另一方面要保持历史唯物主义的超越性理论视野。",2020,吴猛,商品拜物教批判;历史性;形式分析;历史唯物主义当代化,中国社会科学,,CSS_4823c76dee32
